date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-11-25,6.6,3.23,2.15,-2.3,,-4,100,85.8,86,72,6.5,1,1.7,-3.1,19,11.46,11.5,4,27,8,101.9,101.54,101.35,100.8,99.75,99.41,99.22,98.7,24100,22300,16900,9700,1.9,1.4,1.6,1.2,15.8,0,0,0,0,1.2,1.2,0,,07:26:00,1732537560,7.43,16:45:00,1732571100,16.75,9.32,1,1,6,6,5,5,,,,,,8,6.8,5.5,3,,,,
2024-11-24,7.3,3.45,3.45,-0.4,,,95,80,77.5,60,1.4,0.2,0,-1.4,28,16.54,17,6,42,31,101.84,101.45,101.48,101.12,99.7,99.33,99.36,99.01,24100,24100,24100,24100,1.8,1.6,1.6,1.4,14.6,0,0,0,0,0,0,0,,07:25:00,1732451100,7.42,16:46:00,1732484760,16.77,9.35,1,1,6,7,-2,-1,,,,,,8,4.8,4.5,1,,,,
2024-11-23,9.4,5.19,5.55,1.7,,,100,85.8,82,64,5.9,2.8,3.4,0.8,37,18.58,21,5,53,29,101.11,100.81,100.78,100.45,99,98.71,98.68,98.36,24100,24100,24100,24100,1.6,1.3,1.3,1,12.4,0,0.6,0,0,0,0,0,,07:24:00,1732364640,7.4,16:47:00,1732398420,16.78,9.38,1,1,8,9,2,2,,,,,,8,5.7,5,2,,,,
2024-11-22,7,5.32,5.4,3.8,,,100,93.5,92,84,6,4.4,4.4,2.8,32,23.67,24,16,43,34,100.45,100.08,100.14,99.83,98.35,97.99,98.05,97.75,24100,20595.8,14050,4000,1.8,1.4,1.4,1.1,12.6,0,0.4,0,0,1.7,1.7,0,,07:22:00,1732278120,7.37,16:47:00,1732312020,16.78,9.42,1,1,7,7,3,6,,,,,,8,7,4.5,1,,,,
2024-11-21,5.4,3.91,3.55,1.7,,,99,86.6,84,69,3.2,1.8,1.6,-0.1,19,9.33,11.5,4,32,31,100.45,100.31,100.33,100.22,98.35,98.22,98.24,98.13,24100,24100,24100,24100,2.4,1.9,1.8,1.2,14.4,0,0,0,0,0,0,0,,07:21:00,1732191660,7.35,16:48:00,1732225680,16.8,9.45,1,1,6,6,4,4,,,,,,8,7,4.5,1,,,,
2024-11-20,9.4,7.8,6.7,4,,,100,99.4,97.5,95,9,7.7,6.5,4,38,14.17,19,0,59,25,100.82,100.48,100.36,99.9,98.73,98.39,98.28,97.83,24100,13645.8,12450,800,1.6,1.3,1.4,1.1,11.3,0,1.7,0,0,16.6,16.6,0,,07:20:00,1732105200,7.33,16:49:00,1732139340,16.82,9.48,1,1,10,10,2,2,,,,,,8,7.7,6,4,,,,
2024-11-19,10.3,7.1,6.15,2,,,99,91,87,75,8.3,5.7,5.3,2.3,24,14.92,14,4,39,8,101.66,101.26,101.24,100.82,99.55,99.16,99.14,98.73,24100,23166.7,20100,16100,1.8,1.2,1.4,1,11.8,0,1.1,0,0,0.5,0.5,0,,07:19:00,1732018740,7.32,16:49:00,1732052940,16.82,9.5,1,1,9,10,7,8,,,,,,8,7.1,6.5,5,,,,
2024-11-18,13.8,8.6,8.25,2.7,,,100,78.2,72.5,45,9.5,4.5,5.4,1.3,23,12.79,13.5,4,35,31,101.69,101.45,101.41,101.13,99.57,99.35,99.31,99.04,24100,23233.3,20100,16100,2.5,2.1,2.1,1.7,9.8,0,3.2,1.2,0,0,0,0,,07:17:00,1731932220,7.28,16:50:00,1731966600,16.83,9.55,2,2,12,13,1,4,,,,,,8,2.7,4,0,,,,
2024-11-17,11,7.15,5.7,0.4,,,100,86.5,85.5,71,9.7,5,5.4,1.1,23,9.25,11.5,0,37,21,102.11,101.64,101.58,101.06,99.97,99.52,99.47,98.97,24100,23900,21700,19300,2.3,1.9,1.8,1.4,12.3,0,0.7,0,0,0,0,0,,07:16:00,1731845760,7.27,16:51:00,1731880260,16.85,9.58,2,2,10,10,6,7,,,,,,8,7.3,4.5,1,,,,
2024-11-16,9.1,6.32,5.55,2,,,93,78.6,81,69,3.8,2.8,2.8,1.7,25,13.83,14.5,4,36,32,102.11,101.99,101.9,101.69,99.98,99.86,99.78,99.58,24100,24100,24100,24100,2.1,1.8,1.8,1.5,12.4,0,0.6,0,0,0,0,0,,07:15:00,1731759300,7.25,16:52:00,1731793920,16.87,9.62,2,2,11,11,0,2,,,,,,8,5.5,4,0,,,,
2024-11-15,7.9,6.83,6.55,5.2,,,100,91.5,88.5,77,7.4,5.5,4.8,2.3,26,10.42,13,0,42,32,101.71,101.64,101.61,101.5,99.6,99.53,99.49,99.39,24100,20700,18500,12900,2.5,1.8,2,1.6,11.4,0,1.6,0,0,0,0,0,,07:14:00,1731672840,7.23,16:53:00,1731707580,16.88,9.65,1,1,9,9,4,4,,,,,,8,7.6,6,4,,,,
2024-11-14,9.3,7.4,7.4,5.5,,,100,62,70,40,6,0,1,-4.1,27,18.46,17,7,43,10,102.29,101.74,101.88,101.46,100.17,99.62,99.76,99.36,24100,23566.7,20100,16100,2.2,1.8,1.6,1,10.6,0,2.4,0.4,0,1.8,1.8,0,,07:12:00,1731586320,7.2,16:54:00,1731621240,16.9,9.7,2,2,8,10,4,5,,,,,,8,7.7,7,6,,,,
2024-11-13,7.8,3.53,3.09,-1.6,,-5,84,74.7,72.5,61,1.5,-0.6,-1.2,-3.8,30,18.67,18.5,7,51,11,103.48,103.1,102.94,102.39,101.3,100.93,100.78,100.25,24100,24100,24100,24100,2.3,1.9,2,1.7,14.9,0,0,0,0,0,0,0,,07:11:00,1731499860,7.18,16:55:00,1731534900,16.92,9.73,2,2,6,6,5,6,,,,,,8,6,4,0,,,,
2024-11-12,7,3.19,3,-1,,-3,75,67.1,63.5,52,-0.6,-2.5,-2.3,-4,35,22.62,21.5,8,54,36,103.26,102.7,102.42,101.59,101.09,100.55,100.28,99.48,24100,24100,24100,24100,2.3,1.9,1.7,1.1,15,0,0,0,0,0,0,0,,07:10:00,1731413400,7.17,16:56:00,1731448560,16.93,9.77,2,2,6,6,-3,-1,,,,,,3,1,1.5,0,,,,
2024-11-11,12.2,9.61,7.69,3.2,,,91,81.4,80.5,70,9.8,6.6,5,0.2,46,28.54,32,18,72,31,101.37,100.51,100.8,100.23,99.27,98.43,98.72,98.16,24100,23300,16900,9700,1.7,1.5,1.4,1,10.3,0,2.7,0.7,0,1.8,1.8,0,,07:08:00,1731326880,7.13,16:57:00,1731362220,16.95,9.82,2,2,12,13,1,1,,,,,,8,7.1,6,4,,,,
2024-11-10,13.1,8.62,8.55,4,,,100,89.5,85,70,12.9,6.9,7.2,1.6,30,9.79,15,0,63,27,102.37,101.29,101.28,100.18,100.23,99.19,99.17,98.11,24100,17250,12450,800,2.2,1.8,1.8,1.5,9.4,0,3.5,1.6,0,10.5,10.5,0,,07:07:00,1731240420,7.12,16:58:00,1731275880,16.97,9.85,2,2,13,14,8,8,,,,,,8,7.4,6.5,5,,,,
2024-11-09,8.4,4.35,4,-0.4,,-3,81,60.8,62,43,2,-2.8,-1.6,-5.2,18,8.5,11,4,,,103.16,102.88,102.8,102.43,101,100.72,100.64,100.29,24100,24100,24100,24100,2,1.8,1.8,1.6,14,0,0,0,0,0,0,0,,07:06:00,1731153960,7.1,16:59:00,1731189540,16.98,9.88,3,3,9,9,0,3,,,,,,6,1.8,3,0,,,,
2024-11-08,13.6,8.62,8.44,3.3,,,92,66.2,68.5,45,6,2.3,0.8,-4.3,44,24,27,10,60,30,102.69,101.87,102.09,101.48,100.55,99.76,99.97,99.38,24100,24100,24100,24100,1.9,1.8,1.8,1.7,9.6,0,3.4,1.4,0,0,0,0,,07:04:00,1731067440,7.07,17:00:00,1731103200,17,9.93,2,2,13,13,-2,-2,,,,,,8,3.2,4,0,,,,
2024-11-07,13.9,10.25,10.15,6.4,,,100,67.6,74,48,9.3,4.2,5.7,2.1,27,17.75,18.5,10,40,34,102.39,102.08,102.08,101.78,100.28,99.98,99.97,99.67,24100,23766.7,20100,16100,2.1,1.7,1.6,1,7.8,0,5.2,3.1,0.2,0,0,0,,07:03:00,1730980980,7.05,17:01:00,1731016860,17.02,9.97,2,2,13,14,6,7,,,,,,8,2.8,4,0,,,,
2024-11-06,20.9,17.02,16.25,11.6,25,,100,74.4,79,58,17.8,12.3,12.9,8,36,20.75,24,12,53,25,101.79,101.31,101.28,100.77,99.71,99.25,99.22,98.73,24100,23900,21700,19300,2.2,2,1.8,1.5,1.8,0,11.2,9.2,6.2,0.6,0.6,0,,07:02:00,1730894520,7.03,17:02:00,1730930520,17.03,10,2,2,19,20,7,8,,,,,,8,7.1,6,4,,,,
2024-11-05,24.3,19.18,19.7,15.1,27,,75,64.2,65.5,56,14.3,12.3,11.7,9.1,41,17.83,24,7,62,22,101.52,101.22,101.17,100.82,99.44,99.15,99.11,98.77,24100,24100,24100,24100,2.6,2.3,2.2,1.8,0,1.7,14.7,12.7,9.7,0,0,0,,07:01:00,1730808060,7.02,17:03:00,1730844180,17.05,10.03,3,3,23,23,16,16,,,,,,8,6,5,2,,,,
2024-11-04,17.1,12.49,13.25,9.4,,,76,65.3,66,56,9.8,6.2,5.8,1.8,26,13.5,16.5,7,42,10,102.7,101.99,102.11,101.51,100.58,99.89,100.01,99.43,24100,24100,24100,24100,2.5,2,2.1,1.7,4.8,0,8.2,6.2,3.2,0,0,0,,06:59:00,1730721540,6.98,17:05:00,1730757900,17.08,10.1,2,2,15,15,14,15,,,,,,8,7.6,7.5,7,,,,
2024-11-03,10.1,6.14,5.09,0.1,,,88,73,70.5,53,5.7,1.5,2,-1.7,20,11.76,11.5,3,36,10,103.29,103.08,102.99,102.69,101.12,100.93,100.85,100.57,24100,24100,24100,24100,2,1.9,1.8,1.6,12.9,0,0.1,0,0,0,0,0,,06:58:00,1730635080,6.97,17:06:00,1730671560,17.1,10.13,,,10,10,6,7,,,,,,8,4.6,4,0,,,,
2024-11-02,9.1,4.79,4.95,0.8,,,81,71.5,66.5,52,1.4,0,0.1,-1.2,19,9.04,11,3,,,103.17,103.03,102.93,102.7,101.01,100.88,100.78,100.56,24100,24100,24100,24100,2.1,1.6,1.6,1,13.1,0,0,0,0,0,0,0,,07:57:00,1730548620,7.95,18:07:00,1730585220,18.12,10.17,3,3,10,10,-1,0,,,,,,7,3.9,4,1,,,,
2024-11-01,16.3,10.1,9.65,3,,,90,69.8,73.5,57,15.2,4.8,7.4,-0.4,43,29.12,29.5,16,64,27,102.65,101.72,101.71,100.77,100.51,99.63,99.62,98.72,24100,24100,24100,24100,2,1.5,1.6,1.2,8.3,0,4.7,2.6,0,0,0,0,,07:55:00,1730462100,7.92,18:09:00,1730498940,18.15,10.23,1,3,8,10,0,4,,,,,,8,5.5,4.5,1,,,,
2024-10-31,22.8,19.43,19.14,15.5,27,,100,75.8,83,66,17.9,15,15.4,13,39,24.12,24.5,10,61,21,101.63,101.16,101.18,100.73,99.57,99.11,99.12,98.68,24100,23700,21700,19300,3.1,2.5,2.6,2.1,0,1.1,14.1,12.1,9.1,0.5,0.5,0,,07:54:00,1730375640,7.9,18:10:00,1730412600,18.17,10.27,2,3,24,24,8,8,,,,,,8,6,4,0,,,,
2024-10-30,23.1,18.62,18.6,14.1,27,,100,79.5,82,64,16,14.8,14.9,13.9,37,22.04,22.5,8,55,23,101.99,101.81,101.81,101.64,99.9,99.73,99.74,99.57,24100,21900,20100,16100,3.4,2.7,2.7,2,0,0.6,13.6,11.6,8.6,0,0,0,,07:53:00,1730289180,7.88,18:11:00,1730326260,18.18,10.3,3,3,23,23,16,16,,,,,,8,5.6,5,2,,,,
2024-10-29,14.7,9.61,8.9,3.1,,,100,96.8,94.5,89,14,9.1,8.1,2.1,18,8.54,11,4,,,102.47,102.04,102.1,101.72,100.33,99.93,99.97,99.61,24100,16758.3,13650,3200,2.3,2,2,1.7,9.1,0,3.9,1.9,0,13.8,13.8,0,,07:51:00,1730202660,7.85,18:13:00,1730239980,18.22,10.37,1,1,18,18,14,16,,,,,,8,5.5,4.5,1,,,,
2024-10-28,10,7.7,7.1,4.2,,,96,80.5,71,46,7.5,4.3,2.8,-1.8,23,13.62,11.5,0,36,11,103.02,102.77,102.75,102.49,100.87,100.63,100.61,100.35,24100,24100,24100,24100,1.9,1.8,1.8,1.6,10.9,0,2.1,0.1,0,0,0,0,,07:50:00,1730116200,7.83,18:14:00,1730153640,18.23,10.4,2,2,12,12,8,8,,,,,,8,6.8,6.5,5,,,,
2024-10-27,12.7,7.07,6.05,-0.6,,,84,58.2,61.5,39,0.9,-1.2,-0.8,-2.6,23,12.29,11.5,0,40,27,103.05,102.83,102.83,102.61,100.89,100.69,100.68,100.47,24100,24100,24100,24100,1.6,1.5,1.3,1,11.9,0,1.1,0,0,0,0,0,,07:49:00,1730029740,7.82,18:15:00,1730067300,18.25,10.43,3,3,12,13,1,2,,,,,,8,5.2,4,0,,,,
2024-10-26,12.4,7.75,7.1,1.8,,,95,69.2,67.5,40,6.9,2.1,2.5,-1.9,39,21.83,25.5,12,61,30,102.94,102.46,102.42,101.89,100.8,100.33,100.29,99.78,24100,24100,24100,24100,1.9,1.8,1.8,1.6,10.9,0,2.1,0.1,0,0,0,0,,07:48:00,1729943280,7.8,18:17:00,1729981020,18.28,10.48,2,2,11,13,1,1,,,,,,7,2.9,3.5,0,,,,
2024-10-25,11.9,8.35,7.55,3.2,,,93,82.5,81.5,70,10.2,5.5,5.9,1.6,18,9.04,9,0,,,102.17,101.87,101.88,101.59,100.05,99.76,99.77,99.48,24100,24100,24100,24100,2.5,2,2.1,1.7,10.4,0,2.5,0.6,0,0.2,0.2,0,,07:46:00,1729856760,7.77,18:18:00,1729894680,18.3,10.53,2,2,12,16,5,7,,,,,,8,5.1,4,0,,,,
2024-10-24,11.9,8.19,7.55,3.2,,,90,67.6,68,46,3.5,2.4,1.9,0.3,17,8.46,8.5,0,,,102.23,102.11,102.05,101.86,100.12,100,99.94,99.77,24100,24100,24100,24100,2.3,1.7,1.6,1,10.4,0,2.5,0.6,0,0,0,0,,07:45:00,1729770300,7.75,18:20:00,1729808400,18.33,10.58,3,3,13,13,1,3,,,,,,6,2.5,3,0,,,,
2024-10-23,21.8,15.46,14.35,6.9,,,95,65.5,73,51,12.1,8.9,7.9,3.7,36,21.46,18,0,48,31,101.82,101.25,101.38,100.94,99.73,99.19,99.31,98.88,24100,23700,21700,19300,3.4,2.4,2.4,1.3,3.6,0,9.3,7.3,4.3,0,0,0,,07:44:00,1729683840,7.73,18:21:00,1729722060,18.35,10.62,3,3,21,21,5,5,,,,,,8,5.4,4.5,1,,,,
2024-10-22,23.4,17.75,16.95,10.5,26,,84,62.5,65,46,12.4,10.2,10.2,8,18,8.25,9,0,,,102.31,102.02,101.92,101.53,100.22,99.94,99.84,99.46,24100,24100,24100,24100,4.2,3.2,3.1,2,1.1,0,11.9,9.9,7,0,0,0,,07:42:00,1729597320,7.7,18:23:00,1729635780,18.38,10.68,4,4,24,24,14,14,,,,,,7,3.7,3.5,0,,,,
2024-10-21,26.1,18.85,19.2,12.3,28,,71,53.3,55,39,11.5,9,8.8,6,28,16.38,16.5,5,36,26,102.19,102.04,102.06,101.92,100.11,99.96,99.98,99.85,24100,24100,24100,24100,3.7,3.3,3.2,2.8,0,1.2,14.2,12.2,9.2,0,0,0,,07:41:00,1729510860,7.68,18:24:00,1729549440,18.4,10.72,3,4,24,24,11,13,,,,,,5,1.3,2.5,0,,,,
2024-10-20,23,15.13,13.9,4.8,,,90,58.7,61,32,8.2,6.3,6,3.8,31,16.12,15.5,0,44,25,102.79,102.44,102.44,102.08,100.68,100.34,100.34,100,24100,24100,24100,24100,3.9,2.6,2.5,1.1,4.1,0,8.9,6.9,3.9,0,0,0,,07:40:00,1729424400,7.67,18:26:00,1729463160,18.43,10.77,4,4,22,22,13,13,,,,,,2,0.7,1,0,,,,
2024-10-19,19.3,12.17,11.35,3.4,,,98,72.4,76,54,11.3,7.1,6.8,2.2,17,8.88,8.5,0,,,103.46,103.18,103.13,102.81,101.32,101.06,101.01,100.7,80500,25850,49900,19300,3.3,2.6,2.5,1.7,6.7,0,6.3,4.3,1.4,0,0,0,,07:39:00,1729337940,7.65,18:28:00,1729376880,18.47,10.82,4,4,20,20,7,9,,,,,,1,0.3,0.5,0,,,,
2024-10-18,18.5,10.92,10.1,1.7,,,93,67.5,67,41,7.6,4.6,4.5,1.4,16,7.58,8,0,,,103.41,103.24,103.13,102.85,101.27,101.1,101,100.73,24100,23700,21700,19300,2.9,2.3,2.2,1.6,7.9,0,5.1,3.1,0.1,0,0,0,,07:37:00,1729251420,7.62,18:29:00,1729290540,18.48,10.87,4,4,18,18,3,6,,,,,,1,0,0.5,0,,,,
2024-10-17,14.8,8.07,7.8,0.8,,,91,72.6,69,47,6.1,3.1,3.2,0.4,17,8.33,8.5,0,,,102.84,102.7,102.68,102.53,100.72,100.56,100.56,100.39,24100,24100,24100,24100,2.1,1.7,1.6,1,10.2,0,2.8,0.8,0,0,0,0,,07:36:00,1729164960,7.6,18:31:00,1729204260,18.52,10.92,4,4,15,15,3,4,,,,,,3,0.9,1.5,0,,,,
2024-10-16,10.8,6.55,6.35,1.9,,,94,74.2,73.5,53,3.2,2.1,2,0.9,28,16.79,17.5,7,40,32,102.48,102.18,102.09,101.69,100.34,100.05,99.96,99.58,24100,24100,24100,24100,1.6,1.4,1.4,1.2,11.7,0,1.4,0,0,0,0,0,,07:35:00,1729078500,7.58,18:32:00,1729117920,18.53,10.95,2,3,11,11,0,1,,,,,,7,2.7,3.5,0,,,,
2024-10-15,10.6,6.33,6.6,2.6,,,85,73.4,70,55,3.9,1.8,2,0,34,24.21,25.5,17,49,32,101.68,101.57,101.56,101.45,99.57,99.46,99.45,99.34,24100,23900,21700,19300,1.6,1.4,1.3,1,11.4,0,1.6,0,0,0,0,0,,07:34:00,1728992040,7.57,18:34:00,1729031640,18.57,11,2,3,9,10,3,3,,,,,,8,5.5,5,2,,,,
2024-10-14,10.4,7.39,7.4,4.4,,,81,62,64,47,2.8,0.4,0.8,-1.3,38,23.88,28,18,53,36,101.62,101.23,101.17,100.72,99.51,99.13,99.08,98.64,24100,24100,24100,24100,1.5,1.3,1.4,1.2,10.6,0,2.4,0.4,0,0,0,0,,07:32:00,1728905520,7.53,18:36:00,1728945360,18.6,11.07,3,3,10,10,3,3,,,,,,8,7.2,6.5,5,,,,
2024-10-13,13.1,9.5,9.8,6.5,,,86,72.1,71,56,7.7,4.7,4.3,1,26,14.04,13,0,36,5,101.48,101.06,101.16,100.83,99.39,98.97,99.06,98.74,24100,24100,24100,24100,2,1.7,1.8,1.5,8.2,0,4.8,2.8,0,0.6,0.6,0,,07:31:00,1728819060,7.52,18:37:00,1728859020,18.62,11.1,3,3,12,14,4,5,,,,,,8,6.9,4.5,1,,,,
2024-10-12,15.9,12.32,12.25,8.6,,,75,56.6,54.5,34,10.3,3.6,5,-0.2,32,16.25,17.5,3,49,34,102.01,101.71,101.62,101.23,99.92,99.62,99.54,99.17,24100,24100,24100,24100,2.8,1.8,2.1,1.5,5.8,0,7.2,5.2,2.2,0,0,0,,07:30:00,1728732600,7.5,18:39:00,1728772740,18.65,11.15,4,4,16,16,8,8,,,,,,8,3.5,4,0,,,,
2024-10-11,22.3,13.83,13.1,3.9,,,95,68.3,69,43,10.9,7.5,7.4,3.9,35,18.58,21,7,49,29,102.17,101.64,101.64,101.11,100.06,99.54,99.54,99.03,24100,24100,24100,24100,3.1,1.9,2,1,4.9,0,8.1,6.1,3.1,0,0,0,,07:29:00,1728646140,7.48,18:41:00,1728686460,18.68,11.2,4,4,22,22,7,8,,,,,,7,2.4,3.5,0,,,,
2024-10-10,14.5,9.32,9.85,5.2,,,86,70.5,68.5,51,5.5,4.1,3.8,2.1,24,13.58,14.5,5,37,33,102.4,102.24,102.24,102.07,100.28,100.12,100.12,99.96,24100,24100,24100,24100,1.4,1.2,1.2,1,8.2,0,4.8,2.8,0,0,0,0,,07:28:00,1728559680,7.47,18:42:00,1728600120,18.7,11.23,3,4,15,16,3,3,,,,,,7,2.4,3.5,0,,,,
2024-10-09,14.2,8.33,8.79,3.4,,,98,76.8,75.5,53,7.8,4.2,5,2.3,44,19.25,24,4,55,34,102.05,101.54,101.7,101.35,99.94,99.44,99.6,99.25,24100,23900,21700,19300,1.8,1.4,1.4,1,9.2,0,3.8,1.8,0,1,1,0,,07:26:00,1728473160,7.43,18:44:00,1728513840,18.73,11.3,3,4,15,15,3,3,,,,,,7,3.5,3.5,0,,,,
2024-10-08,14.9,10.59,9.85,4.8,,,100,77,76.5,53,9.8,6.5,6.6,3.4,28,16.17,16.5,5,44,32,101.49,101.32,101.33,101.18,99.4,99.23,99.25,99.1,24100,22966.7,16900,9700,1.8,1.6,1.6,1.3,8.2,0,4.8,2.8,0,1.8,1.8,0,,07:25:00,1728386700,7.42,18:46:00,1728427560,18.77,11.35,3,4,15,15,4,4,,,,,,8,3.3,4,0,,,,
2024-10-07,16.8,13.29,13.05,9.3,,,82,62.1,63,44,9.7,6,6.2,2.8,34,22.21,21.5,9,46,30,101.47,101.32,101.26,101.04,99.38,99.25,99.18,98.98,24100,23900,21700,19300,2.3,1.7,1.8,1.2,5,0,8.1,6,3,1.1,1.1,0,,07:24:00,1728300240,7.4,18:48:00,1728341280,18.8,11.4,4,4,17,17,6,8,,,,,,8,4.9,4,0,,,,
2024-10-06,24.5,17.61,17.14,9.8,28,,87,66.2,65.5,44,16.6,10.9,11.4,6.2,32,18.25,17.5,3,48,28,102.03,101.13,101.29,100.56,99.94,99.06,99.23,98.51,24100,24100,24100,24100,3.4,2.2,2.2,1,0.9,0,12.1,10.1,7.1,0,0,0,,07:23:00,1728213780,7.38,18:49:00,1728254940,18.82,11.43,3,3,19,22,9,9,,,,,,8,4.2,4,0,,,,
2024-10-05,18.5,13.52,12.85,7.2,,,84,60.9,60.5,37,7.6,5.6,5.3,3,15,8.75,7.5,0,,,102.67,102.44,102.38,102.08,100.56,100.34,100.27,99.99,24100,24100,24100,24100,2.3,1.9,1.9,1.5,5.2,0,7.8,5.8,2.8,0,0,0,,07:22:00,1728127320,7.37,18:51:00,1728168660,18.85,11.48,4,4,19,19,7,7,,,,,,3,1.1,1.5,0,,,,
2024-10-04,21.4,15.47,15.75,10.1,,,99,75.8,70.5,42,16.3,10.9,12.1,7.9,18,8.5,9,0,,,102.43,102.25,102.25,102.07,100.34,100.16,100.16,99.99,24100,23700,21700,19300,2.6,2.1,2.1,1.7,2.2,0,10.8,8.8,5.8,0.6,0.6,0,,07:20:00,1728040800,7.33,18:53:00,1728082380,18.88,11.55,4,4,20,20,7,8,,,,,,8,3.6,4,0,,,,
2024-10-03,22.7,16.21,16.14,9.6,,,83,63.5,60.5,38,12.8,8.8,9.6,6.3,20,11.46,11.5,3,31,25,102.06,101.77,101.83,101.61,99.98,99.69,99.76,99.53,24100,24100,24100,24100,3,1.9,2,1,1.9,0,11.1,9.1,6.1,0,0,0,,07:19:00,1727954340,7.32,18:55:00,1727996100,18.92,11.6,5,5,22,23,11,11,,,,,,7,2.2,3.5,0,,,,
2024-10-02,18.6,14.3,14.45,10.3,,,100,69.6,71,42,12.1,8.2,8,3.9,28,13,16.5,5,35,35,101.65,101.56,101.53,101.4,99.57,99.48,99.45,99.33,24100,23766.7,20100,16100,2.1,1.6,1.6,1.2,3.5,0,9.4,7.5,4.5,0,0,0,,07:18:00,1727867880,7.3,18:56:00,1727909760,18.93,11.63,5,5,19,20,10,10,,,,,,8,4,4,0,,,,
2024-10-01,21.4,18.03,16.5,11.6,28,,100,95.5,90.5,81,19.7,17.3,16.4,13,36,10.58,18,0,56,34,101.62,101.44,101.43,101.23,99.55,99.38,99.36,99.17,24100,20900,16900,9700,2.1,1.5,1.6,1,1.5,0,11.5,9.5,6.5,9.9,9.9,0,,07:17:00,1727781420,7.28,18:58:00,1727823480,18.97,11.68,4,4,23,23,9,12,,,,,,8,7,6.5,5,,,,
2024-09-30,22.8,19.04,19.3,15.8,26,,100,83,80,60,17.6,15.8,15.6,13.5,21,10.92,12,3,33,7,101.89,101.74,101.76,101.64,99.82,99.68,99.69,99.57,24100,24100,24100,24100,1.8,1.4,1.4,1,0,1.3,14.3,12.3,9.3,0,0,0,,07:16:00,1727694960,7.27,19:00:00,1727737200,19,11.73,5,6,23,23,14,15,,,,,,7,3.2,3.5,0,,,,
2024-09-29,24.8,20.18,20.65,16.5,30,,100,84,81.5,63,18.6,17.3,17.3,16,15,10.21,9.5,4,,,101.74,101.57,101.58,101.42,99.67,99.5,99.51,99.36,24100,24100,24100,24100,1.7,1.4,1.4,1,0,2.6,15.7,13.7,10.7,0,0,0,,07:15:00,1727608500,7.25,19:02:00,1727650920,19.03,11.78,4,6,23,23,12,14,,,,,,8,5,4.5,1,,,,
2024-09-28,22.5,19.76,20.3,18.1,26,,100,72.2,81,62,18.2,14.6,14.8,11.4,22,15.88,15.5,9,34,7,101.48,101.36,101.38,101.27,99.42,99.3,99.32,99.22,24100,23766.7,20100,16100,1.7,1.5,1.4,1.2,0,2.3,15.3,13.3,10.3,1.5,1.5,0,,07:14:00,1727522040,7.23,19:04:00,1727564640,19.07,11.83,4,6,22,23,16,17,,,,,,8,7.5,7,6,,,,
2024-09-27,23.2,18.44,17.8,12.4,26,,91,66.3,69.5,48,13.2,11.7,11.4,9.7,19,11.38,11.5,4,,,101.83,101.62,101.62,101.4,99.76,99.55,99.55,99.33,24100,24100,24100,24100,1.9,1.7,1.6,1.4,0.2,0,12.8,10.8,7.8,0,0,0,,07:12:00,1727435520,7.2,19:05:00,1727478300,19.08,11.88,6,6,23,23,15,15,,,,,,8,3.9,4,0,,,,
2024-09-26,24.3,19.39,19.35,14.4,26,,100,70.3,70.5,41,17.8,13.1,13.3,8.8,22,10.71,14,6,31,35,101.79,101.64,101.58,101.38,99.72,99.57,99.52,99.32,24100,24100,24100,24100,2.7,1.7,1.8,1,0,1.4,14.3,12.3,9.3,0,0,0,,07:11:00,1727349060,7.18,19:07:00,1727392020,19.12,11.93,5,5,23,23,11,12,,,,,,8,4.3,4.5,1,,,,
2024-09-25,24.6,20.02,20.6,16.6,30,,100,92.2,86,72,20.1,18.6,18.5,16.9,24,15.25,16,8,41,19,101.4,101.18,101.24,101.07,99.34,99.12,99.17,99.01,72400,25579.2,44250,16100,2,1.4,1.5,1,0,2.6,15.6,13.6,10.6,2.6,2.6,0,,07:10:00,1727262600,7.17,19:09:00,1727305740,19.15,11.98,3,3,23,23,15,15,,,,,,8,6.9,6,4,,,,
