date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-05-21,20.7,14.56,14.1,7.5,,,59,34.4,38.5,18,2.2,-1.9,-3.1,-8.4,19,8.88,9.5,0,,,102.63,102.42,102.37,102.11,100.53,100.32,100.27,100.01,24100,24100,24100,24100,3.3,2.5,2.5,1.6,3.9,0,9.1,7.1,4.1,0,0,0,,05:48:00,1590054480,5.8,20:43:00,1590108180,20.72,14.92,8,9,19,19,8,8,,,,,,1,0.7,0.5,0,,,,
2020-05-20,19.2,15.45,14.39,9.6,,,66,41.8,48,30,4.3,2.2,2.3,0.3,22,14.54,14,6,42,12,102.86,102.65,102.65,102.45,100.75,100.55,100.55,100.35,24100,24100,24100,24100,2.7,2.4,2.1,1.6,3.6,0,9.4,7.4,4.4,0,0,0,,05:49:00,1589968140,5.82,20:42:00,1590021720,20.7,14.88,8,8,18,18,7,8,,,,,,4,1.6,2,0,,,,
2020-05-19,17.1,15.25,14.75,12.4,,,43,37.3,34.5,26,3.5,0.8,-0.4,-4.4,32,24.38,24,16,54,7,102.46,102.28,102.24,102.01,100.36,100.18,100.14,99.91,24100,24100,24100,24100,2.7,2.4,2.4,2,3.2,0,9.8,7.8,4.8,0,0,0,,05:50:00,1589881800,5.83,20:41:00,1589935260,20.68,14.85,5,7,15,15,9,9,,,,,,8,7.5,7,6,,,,
2020-05-18,15.2,12.44,13.2,11.2,,,94,86.7,79.5,65,11.7,10.2,9.5,7.3,35,22.38,23.5,12,50,10,102.06,101.98,102,101.94,99.96,99.88,99.9,99.84,24100,18233.3,16900,9700,2.4,2.2,2.2,2,4.8,0,8.2,6.2,3.2,10.8,10.8,0,,05:50:00,1589795400,5.83,20:40:00,1589848800,20.67,14.83,2,3,12,12,8,8,,,,,,8,8,8,8,,,,
2020-05-17,16.3,12.89,11.8,7.3,,,82,65.3,66,50,8.5,6.4,6.6,4.7,29,15.62,16.5,4,48,9,102.43,102.23,102.21,101.99,100.32,100.12,100.11,99.89,24100,23300,21700,19300,2.3,2.1,2,1.6,6.2,0,6.8,4.8,1.8,2,2,0,,05:51:00,1589709060,5.85,20:39:00,1589762340,20.65,14.8,5,5,15,15,10,10,,,,,,8,7,5.5,3,,,,
2020-05-16,16.9,12.12,12.2,7.5,,,98,75.9,78.5,59,9.2,7.8,7.6,6,21,12.58,13,5,33,36,102.39,102.15,102.02,101.65,100.28,100.04,99.92,99.56,24100,22629.2,14450,4800,2.6,1.9,1.9,1.2,5.8,0,7.2,5.2,2.2,0,0,0,,05:52:00,1589622720,5.87,20:38:00,1589675880,20.63,14.77,8,8,20,20,7,7,,,,,,8,5.1,4,0,,,,
2020-05-15,19.1,12.14,13.4,7.7,,,100,92.2,88.5,77,16.6,10.9,11.8,7,28,11.25,14,0,37,34,101.6,101.15,101.2,100.81,99.51,99.05,99.12,98.73,24100,11287.5,12450,800,2.9,2.4,2.2,1.5,4.6,0,8.4,6.4,3.4,3.4,3.4,0,,05:53:00,1589536380,5.88,20:37:00,1589589420,20.62,14.73,3,5,18,18,6,8,,,,,,8,4.3,4,0,,,,
2020-05-14,13.2,8.49,9.55,5.9,,,95,60.7,66,37,7,0.6,1.2,-4.6,14,7.33,7,0,,,102.57,101.97,101.94,101.3,100.44,99.85,99.82,99.2,24100,20766.7,16100,8100,2.7,2.3,2.3,1.9,8.4,0,4.5,2.5,0,3.4,3.4,0,,05:55:00,1589450100,5.92,20:35:00,1589502900,20.58,14.67,5,5,11,12,9,9,,,,,,8,7.6,6.5,5,,,,
2020-05-13,12.8,6.36,4.9,-3,,-6,81,45.9,53,25,-3.6,-5.7,-6.5,-9.4,22,11.75,12.5,3,33,15,102.86,102.66,102.64,102.43,100.71,100.52,100.5,100.29,24100,24100,24100,24100,2.9,2.4,2.4,1.8,13.1,0,0,0,0,0,0,0,,05:56:00,1589363760,5.93,20:34:00,1589416440,20.57,14.63,7,8,13,13,1,2,,,,,,6,1,3,0,,,,
2020-05-12,8.6,3.48,2.4,-3.8,,-7,79,53.3,54.5,30,-3,-5.8,-5.8,-8.7,34,19.12,20,6,50,29,102.39,102.03,102.13,101.87,100.25,99.89,99.99,99.73,24100,24100,24100,24100,2.4,2.1,2,1.7,15.6,0,0,0,0,0,0,0,,05:57:00,1589277420,5.95,20:33:00,1589329980,20.55,14.6,6,7,8,8,-4,-3,,,,,,8,3.4,4,0,,,,
2020-05-11,7.8,3.4,3.05,-1.7,,,97,73.2,73.5,50,1.6,-1.4,-2.9,-7.3,38,20.04,24,10,45,29,101.86,101.46,101.51,101.16,99.72,99.34,99.38,99.04,24100,18879.2,13250,2400,2.1,1.7,1.6,1.2,14.9,0,0,0,0,7.2,4.4,2.8,0,05:58:00,1589191080,5.97,20:32:00,1589243520,20.53,14.57,6,6,7,7,-4,-3,,,,,,8,6.3,4,0,,,,
2020-05-10,8.2,4.51,3.39,-1.4,,-4,83,66.9,67,51,2.8,-1.2,-1.4,-5.5,21,11.96,12,3,,,101.72,101.49,101.49,101.25,99.59,99.37,99.36,99.13,24100,24100,24100,24100,2.7,2.3,2.4,2,14.6,0,0,0,0,0.4,0.4,0,,05:59:00,1589104740,5.98,20:31:00,1589157060,20.52,14.53,6,6,10,10,1,2,,,,,,8,7,4.5,1,,,,
2020-05-09,6.8,1.49,1.04,-4.7,,-9,81,59.4,58.5,36,-3.8,-6,-6.3,-8.8,46,26.33,28.5,11,68,30,101.73,101.49,101.56,101.38,99.59,99.35,99.41,99.24,24100,23500,16900,9700,2.2,1.7,1.8,1.3,17,0,0,0,0,0.4,0,0.4,,06:00:00,1589018400,6,20:30:00,1589070600,20.5,14.5,6,7,6,6,-1,-1,,,,,,8,5.7,4.5,1,,,,
2020-05-08,4.8,1.72,0.84,-3.1,,-8,69,47,50.5,32,-4.7,-8.9,-8.8,-12.9,36,21.92,24,12,54,34,101.41,101.16,101.22,101.03,99.27,99.04,99.09,98.91,24100,24100,24100,24100,1.9,1.6,1.7,1.5,17.2,0,0,0,0,0,0,0,,06:01:00,1588932060,6.02,20:29:00,1588984140,20.48,14.47,6,6,5,5,-5,-3,,,,,,8,3.9,4,0,,,,
2020-05-07,13.6,7.55,7.35,1.1,,,77,43.5,50,23,3.6,-4.6,-3.2,-10.1,42,21.92,24.5,7,59,30,101.19,100.97,100.94,100.69,99.09,98.88,98.84,98.6,24100,23900,21700,19300,2.6,2.2,2.2,1.9,10.7,0,2.4,0.4,0,0.4,0.4,0,,06:03:00,1588845780,6.05,20:28:00,1588897680,20.47,14.42,5,6,12,13,-1,0,,,,,,7,3.2,3.5,0,,,,
2020-05-06,12.8,7.97,7.7,2.6,,,64,41.3,46,28,-2.4,-5,-5.2,-7.9,21,15.29,12.5,4,46,18,101.47,101.35,101.33,101.2,99.35,99.23,99.22,99.09,24100,24100,24100,24100,2.7,2.3,2.4,2,10.3,0,2.7,0.7,0,0,0,0,,06:04:00,1588759440,6.07,20:26:00,1588811160,20.43,14.37,7,8,12,14,2,2,,,,,,8,5,4,0,,,,
2020-05-05,11.4,5.13,5.35,-0.7,,-5,73,47,52,31,-2.4,-5.5,-5.2,-8,22,12.67,11,0,32,1,101.96,101.69,101.7,101.44,99.83,99.57,99.58,99.32,24100,24100,24100,24100,3.2,2.3,2.5,1.8,12.7,0,0.4,0,0,0,0,0,,06:05:00,1588673100,6.08,20:25:00,1588724700,20.42,14.33,7,8,11,11,3,3,,,,,,7,4.8,3.5,0,,,,
2020-05-04,11.4,7.38,6.6,1.8,,,76,53.9,53.5,31,2,-1.8,-4.1,-10.2,36,27.08,26,16,52,32,101.94,101.45,101.39,100.83,99.81,99.34,99.28,98.76,24100,24100,24100,24100,2.4,1.9,1.8,1.3,11.4,0,1.6,0,0,0,0,0,,06:07:00,1588586820,6.12,20:24:00,1588638240,20.4,14.28,5,7,11,11,-1,-1,,,,,,8,4.5,4,0,,,,
2020-05-03,21,14.36,13.8,6.6,,,86,56.4,59,32,13,5.1,7.2,1.5,38,20.08,21.5,5,61,30,100.83,100.74,100.74,100.65,98.76,98.66,98.67,98.57,24100,24100,24100,24100,3.1,2.5,2.5,1.9,4.2,0,8.8,6.8,3.8,0,0,0,,06:08:00,1588500480,6.13,20:23:00,1588551780,20.38,14.25,7,7,22,22,3,4,,,,,,7,3,3.5,0,,,,
2020-05-02,15.6,11.19,10.6,5.6,,,85,58.8,63,41,6.6,3.2,2.6,-1.4,28,12.67,14,0,41,15,101.65,101.3,101.17,100.68,99.55,99.2,99.08,98.6,24100,23900,21700,19300,2.7,2.3,2.2,1.8,7.4,0,5.6,3.6,0.6,0.6,0.6,0,,06:09:00,1588414140,6.15,20:22:00,1588465320,20.37,14.22,4,4,18,19,9,9,,,,,,8,4.9,4,0,,,,
2020-05-01,15.7,11.06,11.35,7,,,98,74.2,70,42,9.8,6.1,5.8,1.8,24,14.38,14,4,45,32,101.59,101.07,101.06,100.53,99.48,98.98,98.97,98.45,24100,19279.2,14050,4000,2.5,2,2,1.5,6.7,0,6.3,4.3,1.4,1.2,1.2,0,,06:11:00,1588327860,6.18,20:21:00,1588378860,20.35,14.17,6,7,16,16,6,6,,,,,,8,4.9,4,0,,,,
2020-04-30,14.2,11.13,11.75,9.3,,,98,92.8,90.5,83,11.3,10,9.9,8.6,35,16.21,21.5,8,54,9,100.64,100.41,100.48,100.32,98.56,98.34,98.4,98.25,24100,12266.7,13650,3200,3,2.7,2.6,2.3,6.2,0,6.8,4.8,1.8,6.2,6.2,0,,06:12:00,1588241520,6.2,20:19:00,1588292340,20.32,14.12,2,2,14,14,7,8,,,,,,8,7.6,7,6,,,,
2020-04-29,14.2,10.68,11.05,7.9,,,81,66,64.5,48,9.1,4.5,3.8,-1.5,46,28.33,30.5,15,61,9,101.63,101.05,101.12,100.61,99.53,98.96,99.03,98.53,24100,24100,24100,24100,3,2.5,2.6,2.2,7,0,6,4,1.1,1,1,0,,06:14:00,1588155240,6.23,20:18:00,1588205880,20.3,14.07,4,4,12,12,10,10,,,,,,8,7.7,7,6,,,,
2020-04-28,13.3,9.55,10.3,7.3,,,80,58.3,62.5,45,4.5,1.6,1.1,-2.3,31,19.96,19,7,46,8,101.87,101.79,101.78,101.69,99.77,99.68,99.67,99.58,24100,24100,24100,24100,2.5,2.3,2.2,2,7.7,0,5.3,3.3,0.3,0,0,0,,06:15:00,1588068900,6.25,20:17:00,1588119420,20.28,14.03,3,4,10,10,7,7,,,,,,8,6.7,5.5,3,,,,
2020-04-27,14.3,9.23,8.85,3.4,,,71,48.2,50.5,30,0.7,-1.7,-1.9,-4.6,32,18.54,20,8,45,18,102.13,101.95,101.99,101.86,100,99.83,99.87,99.74,24100,24100,24100,24100,3,2.5,2.5,2.1,9.2,0,3.8,1.8,0,0,0,0,,06:16:00,1587982560,6.27,20:16:00,1588032960,20.27,14,6,6,13,13,5,5,,,,,,8,3.7,4.5,1,,,,
2020-04-26,11.2,9.09,8.55,5.9,,,85,52.7,56,27,4.3,-1,-1.7,-7.7,43,31.25,30,17,61,7,101.94,101.61,101.67,101.4,99.82,99.5,99.56,99.31,24100,23366.7,20100,16100,2.6,2.4,2.4,2.2,9.4,0,3.5,1.6,0,2,2,0,,06:18:00,1587896280,6.3,20:15:00,1587946500,20.25,13.95,5,5,12,12,2,5,,,,,,8,7.9,7.5,7,,,,
2020-04-25,13.8,8.08,6.55,-0.7,,,79,43.8,46.5,14,0.1,-5.8,-6.9,-13.9,30,18.58,17,4,45,9,101.95,101.75,101.77,101.6,99.83,99.63,99.66,99.49,24100,24100,24100,24100,2.8,2.4,2.4,1.9,11.4,0,1.6,0,0,0,0,0,,06:19:00,1587809940,6.32,20:13:00,1587859980,20.22,13.9,7,7,13,13,5,5,,,,,,8,3.3,4,0,,,,
2020-04-24,10.4,6.8,7.1,3.8,,,61,41,44.5,28,-2,-5.8,-5.4,-8.8,28,19.42,17,6,37,6,101.52,101.15,101.22,100.92,99.41,99.04,99.11,98.81,24100,24100,24100,24100,2.8,2.5,2.6,2.4,10.9,0,2.1,0.1,0,0,0,0,,06:21:00,1587723660,6.35,20:12:00,1587773520,20.2,13.85,5,5,11,11,-1,-1,,,,,,8,7.4,7,6,,,,
2020-04-23,6.1,2.67,2.19,-1.7,,-6,58,43.5,44.5,31,-3.4,-8.7,-7.3,-11.3,34,21.33,21,8,46,9,101.78,101.51,101.45,101.12,99.64,99.37,99.32,99,24100,24100,24100,24100,2.9,2.6,2.5,2.1,15.8,0,0,0,0,0,0,0,,06:23:00,1587637380,6.38,20:11:00,1587687060,20.18,13.8,5,5,6,6,0,0,,,,,,8,6.7,5,2,,,,
2020-04-22,6.2,1,1.75,-2.7,,-9,74,46.9,51.5,29,-6.2,-9.8,-9.4,-12.7,41,26.67,23.5,6,58,31,101.77,101.48,101.43,101.09,99.62,99.34,99.29,98.96,24100,24100,24100,24100,2.5,2.1,2.1,1.8,16.2,0,0,0,0,0,0,0,,06:24:00,1587551040,6.4,20:10:00,1587600600,20.17,13.77,6,6,5,5,-6,-4,,,,,,6,2.5,3,0,,,,
2020-04-21,8.1,2.38,2.84,-2.4,,-9,85,59.5,63.5,42,3.1,-4.9,-3,-9.1,56,37.46,32.5,9,76,31,101.05,100.11,100.06,99.06,98.92,98,97.95,96.99,24100,23500,16900,9700,2.5,2.1,2.2,1.9,15.2,0,0,0,0,1,1,0,,06:26:00,1587464760,6.43,20:09:00,1587514140,20.15,13.72,4,4,3,6,-3,-3,,,,,,8,5.5,4,0,,,,
2020-04-20,6.9,2.1,1.65,-3.6,,-8,80,65,65,50,0.1,-3.9,-4,-8.2,25,14.67,14.5,4,41,16,101.12,100.72,100.53,99.94,99,98.61,98.42,97.84,24100,24100,24100,24100,2.8,2.4,2.5,2.1,16.4,0,0,0,0,0,0,0,,06:27:00,1587378420,6.45,20:07:00,1587427620,20.12,13.67,6,6,8,8,1,1,,,,,,8,3.5,4,0,,,,
2020-04-19,13.6,6.99,6.05,-1.5,,-5,78,63.7,63,48,5.7,0.5,-0.6,-7,43,22.62,26.5,10,58,32,101.11,100.59,100.69,100.26,98.99,98.49,98.58,98.18,24100,23566.7,20100,16100,3,2.5,2.5,2.1,11.9,0,1.1,0,0,0.4,0.4,0,,06:29:00,1587292140,6.48,20:06:00,1587341160,20.1,13.62,2,2,11,12,-7,-2,,,,,,8,5.8,4,0,,,,
2020-04-18,11.3,4.45,4.15,-3,,-6,88,63,60.5,33,-0.1,-2.7,-2.8,-5.5,30,19.04,17.5,5,50,19,101.48,101.19,101.14,100.81,99.34,99.06,99.02,98.71,24100,24100,24100,24100,3.4,2.9,2.9,2.4,13.8,0,0,0,0,0,0,0,,06:31:00,1587205860,6.52,20:05:00,1587254700,20.08,13.57,5,5,11,11,4,5,,,,,,8,4.2,4,0,,,,
2020-04-17,6.6,1.62,1.99,-2.6,,-8,78,62.2,53.5,29,-2.2,-5.4,-6.7,-11.1,35,17.62,17.5,0,48,16,102.36,101.93,101.86,101.35,100.21,99.79,99.72,99.22,24100,24100,24100,24100,3.1,2.5,2.5,2,16,0,0,0,0,0,0,0,,06:32:00,1587119520,6.53,20:04:00,1587168240,20.07,13.53,4,4,5,5,-2,-2,,,,,,8,5.4,4,0,,,,
2020-04-16,4.9,-0.21,0.05,-4.8,,-9,77,58.7,57,37,-4.2,-7.6,-7.3,-10.5,43,17.58,24,5,63,29,102.32,102.09,102.09,101.86,100.16,99.93,99.94,99.71,24100,23195.8,13250,2400,2.4,2.2,2.2,2,17.9,0,0,0,0,0,0,0,,06:34:00,1587033240,6.57,20:03:00,1587081780,20.05,13.48,5,6,5,5,-4,-4,,,,,,8,4,4,0,,,,
2020-04-15,4.4,0.14,-0.19,-4.8,,-8,75,56.1,55.5,36,-4.8,-8,-8.3,-11.8,29,17.17,19,9,45,32,101.81,101.56,101.56,101.32,99.66,99.42,99.42,99.18,24100,24100,24100,24100,2.4,2.2,2.2,2,18.2,0,0,0,0,0,0,0,,06:35:00,1586946900,6.58,20:02:00,1586995320,20.03,13.45,3,3,4,4,-4,-4,,,,,,8,4,4,0,,,,
2020-04-14,7,2.29,1.9,-3.2,,-7,86,58.8,61,36,-1.7,-5.4,-5.3,-8.9,32,18.71,20,8,59,20,101.97,101.73,101.71,101.45,99.83,99.6,99.58,99.32,24100,22395.8,14050,4000,2.9,2.4,2.5,2.1,16.1,0,0,0,0,0,0,0,0,06:37:00,1586860620,6.62,20:00:00,1586908800,20,13.38,4,5,7,7,-4,-4,,,,,,8,4.6,4,0,,,,
2020-04-13,14.8,8.74,8.4,2,,,99,80.4,76.5,54,12.8,5.4,4.5,-3.9,59,26.79,33.5,8,78,28,101.41,99.92,100.2,98.99,99.3,97.86,98.13,96.96,24100,18212.5,13650,3200,2.7,2.2,2.4,2,9.6,0,3.4,1.4,0,12.8,12.8,0,,06:39:00,1586774340,6.65,19:59:00,1586822340,19.98,13.33,5,5,17,17,-1,0,,,,,,8,7.5,6.5,5,,,,
2020-04-12,13.7,8.11,8.79,3.9,,,78,61.9,62.5,47,3.3,1.1,0.2,-3,25,12.42,15.5,6,33,9,101.45,101.17,100.95,100.46,99.33,99.06,98.85,98.37,24100,24100,24100,24100,2.9,2.5,2.5,2.1,9.2,0,3.8,1.8,0,0.6,0.6,0,,06:41:00,1586688060,6.68,19:58:00,1586735880,19.97,13.28,5,6,11,13,7,7,,,,,,8,7.5,6.5,5,,,,
2020-04-11,9.4,4.12,3.65,-2.1,,-7,73,55.3,57,41,-1.3,-4.3,-4.1,-6.9,32,20.04,20,8,46,28,101.47,101.35,101.32,101.16,99.34,99.22,99.19,99.04,24100,24100,24100,24100,3.1,2.3,2.5,2,14.3,0,0,0,0,0,0,0,,06:42:00,1586601720,6.7,19:57:00,1586649420,19.95,13.25,5,5,9,9,2,2,,,,,,8,4,4,0,,,,
2020-04-10,7.6,3.15,3.84,0.1,,,76,56.1,59,42,-1.9,-5,-5,-8.1,43,34.71,31,19,65,29,101.11,100.35,100.37,99.62,98.99,98.25,98.26,97.53,24100,24100,24100,24100,2.1,2,1.9,1.7,14.2,0,0,0,0,0,0,0,,06:44:00,1586515440,6.73,19:56:00,1586562960,19.93,13.2,4,5,6,6,-2,-2,,,,,,7,4.3,3.5,0,,,,
2020-04-09,9.3,5.56,5.1,0.9,,,95,64.6,66.5,38,6.8,-1.3,0.6,-5.5,49,30.79,28.5,8,72,30,99.95,99.6,99.69,99.43,97.88,97.53,97.62,97.36,24100,20441.7,13050,2000,2.6,2.4,2.2,1.9,12.9,0,0.1,0,0,9,8.6,0.4,,06:46:00,1586429160,6.77,19:54:00,1586476440,19.9,13.13,4,5,6,7,0,0,,,,,,8,6.6,4.5,1,,,,
2020-04-08,13.9,9.27,9.69,5.5,,,91,68.3,68,45,6.2,3.3,3.5,0.9,31,16.29,15.5,0,48,30,100.43,100.33,100.2,99.97,98.35,98.25,98.12,97.9,24100,23700,21700,19300,2.8,2.5,2.4,2,8.3,0,4.7,2.7,0,1.8,1.8,0,,06:47:00,1586342820,6.78,19:53:00,1586389980,19.88,13.1,6,6,15,15,4,4,,,,,,8,5.8,4.5,1,,,,
2020-04-07,14.1,8.89,9.1,4.1,,,92,53,62,32,4.4,-0.9,-0.1,-4.6,28,14.96,17,6,39,9,101.62,101.09,101.01,100.39,99.52,98.99,98.91,98.31,24100,22829.2,14450,4800,3.3,2.7,2.8,2.3,8.9,0,4.1,2.1,0,6,6,0,,06:49:00,1586256540,6.82,19:52:00,1586303520,19.87,13.05,5,5,15,15,6,6,,,,,,8,6.1,4.5,1,,,,
2020-04-06,14.3,7.55,6.95,-0.4,,-2,87,53.1,57,27,-0.4,-2.6,-2.6,-4.9,30,13.5,16.5,3,42,15,102.23,101.95,101.92,101.61,100.09,99.82,99.8,99.51,24100,24100,24100,24100,2.8,2,2,1.1,11.1,0,2,0,0,0,0,0,,06:51:00,1586170260,6.85,19:51:00,1586217060,19.85,13,5,5,16,16,3,3,,,,,,8,3.5,4,0,,,,
2020-04-05,10.9,7.43,6.1,1.3,,,90,71,71.5,53,5.8,2.3,2.5,-0.8,24,14.54,14.5,5,42,33,102.1,101.88,101.84,101.58,99.97,99.76,99.72,99.47,24100,24100,24100,24100,2.4,1.8,1.9,1.4,11.9,0,1.1,0,0,0,0,0,,06:53:00,1586083980,6.88,19:50:00,1586130600,19.83,12.95,5,5,12,12,-3,-1,,,,,,8,4.7,4,0,,,,
2020-04-04,11.2,7.75,8.3,5.4,,,96,82.8,82,68,6,4.9,5,3.9,21,11.62,10.5,0,35,15,101.87,101.72,101.75,101.62,99.75,99.61,99.63,99.51,24100,23766.7,20100,16100,2.8,2,2.1,1.5,9.7,0,3.3,1.3,0,0.2,0.2,0,,06:54:00,1585997640,6.9,19:48:00,1586044080,19.8,12.9,4,4,12,12,3,3,,,,,,8,7.4,6,4,,,,
2020-04-03,11.1,6.19,6.55,2,,,92,68.8,69,46,4.5,0.7,-0.2,-5,22,14.67,14,6,39,33,101.82,101.65,101.65,101.49,99.69,99.53,99.53,99.38,24100,23766.7,20100,16100,2.3,2.1,2.1,2,11.4,0,1.6,0,0,0,0,0,,06:56:00,1585911360,6.93,19:47:00,1585957620,19.78,12.85,4,5,11,12,3,3,,,,,,8,5,4,0,,,,
2020-04-02,14.5,7.67,8.3,2.1,,,63,41.7,40,17,-2.1,-5.4,-8.1,-14,30,17.38,17.5,5,46,33,101.73,101.56,101.58,101.43,99.61,99.44,99.47,99.32,24100,24100,24100,24100,2.8,2.4,2.4,2,9.7,0,3.3,1.3,0,0,0,0,,06:58:00,1585825080,6.97,19:46:00,1585871160,19.77,12.8,5,5,12,13,1,1,,,,,,5,1,2.5,0,,,,
2020-04-01,10.2,6.2,5.6,1,,,73,49.4,53,33,-0.5,-4,-3.4,-6.3,27,16.54,17,7,39,16,101.62,101.5,101.49,101.35,99.5,99.38,99.37,99.24,24100,24100,24100,24100,3,2.6,2.5,2,12.4,0,0.6,0,0,0,0,0,,07:00:00,1585738800,7,19:45:00,1585784700,19.75,12.75,5,5,10,10,-1,-1,,,,,,8,3.8,4.5,1,,,,
2020-03-31,6.6,5.05,5.44,4.3,,,97,90,87.5,78,5.1,3.5,3.2,1.4,34,20.08,21,8,48,8,101.72,101.64,101.63,101.54,99.59,99.52,99.5,99.42,24100,15616.7,14450,4800,2,1.7,1.7,1.4,12.6,0,0.4,0,0,0.2,0.2,0,,07:02:00,1585652520,7.03,19:44:00,1585698240,19.73,12.7,3,4,7,7,-1,-1,,,,,,8,8,8,8,,,,
2020-03-30,8.7,6.71,6.75,4.8,,,86,79.7,78,70,5,3.4,3.5,2.1,27,15.96,17.5,8,48,21,101.56,101.06,101.08,100.61,99.44,98.96,98.99,98.54,24100,23700,21700,19300,2,1.8,1.8,1.6,11.2,0,1.8,0,0,2,2,0,,07:03:00,1585566180,7.05,19:42:00,1585611720,19.7,12.65,2,2,9,9,2,3,,,,,,8,7.8,7.5,7,,,,
2020-03-29,18,8.9,11.5,5,,,98,83.8,73.5,49,11.1,5.9,7.5,3.8,50,25.71,27,4,81,23,101.2,100.51,100.56,99.93,99.08,98.41,98.47,97.86,24100,14879.2,14450,4800,2.3,2,2,1.8,6.5,0,6.5,4.5,1.5,15.2,15.2,0,,07:05:00,1585479900,7.08,19:41:00,1585525260,19.68,12.6,4,4,18,18,5,5,,,,,,8,7.3,5,2,,,,
2020-03-28,7.8,5.15,5.3,2.8,,,96,81.5,78.5,61,5.3,2.2,2,-1.2,43,29.67,29.5,16,59,8,101.8,101.42,101.48,101.15,99.67,99.3,99.36,99.04,24100,19816.7,15250,6400,2.2,2,2,1.8,12.7,0,0.3,0,0,2.4,2.4,0,,07:07:00,1585393620,7.12,19:40:00,1585438800,19.67,12.55,2,2,7,7,5,6,,,,,,8,7.4,5,2,,,,
2020-03-27,9.1,4.25,5.15,1.2,,,85,75,74,63,1.5,0.1,0.2,-1.1,26,13.96,14.5,3,37,16,101.86,101.61,101.55,101.23,99.72,99.49,99.42,99.13,24100,24100,24100,24100,2.7,2.2,2.3,1.9,12.8,0,0.2,0,0,0,0,0,,07:09:00,1585307340,7.15,19:39:00,1585352340,19.65,12.5,5,5,9,11,1,1,,,,,,8,3.9,4.5,1,,,,
2020-03-26,13.3,6.52,7.6,1.9,,,90,80.9,78,66,6.9,3.4,3.8,0.6,30,17.88,20,10,41,20,101.42,101.09,101.11,100.81,99.3,98.98,99.01,98.71,24100,22766.7,20100,16100,3.2,2.4,2.4,1.6,10.4,0,2.6,0.6,0,0,0,0,,07:10:00,1585221000,7.17,19:38:00,1585265880,19.63,12.47,3,4,12,13,-1,0,,,,,,8,6.5,4.5,1,,,,
2020-03-25,9.7,4.39,5.65,1.6,,,90,76.8,76.5,63,2.9,0.6,0.9,-1.1,26,15.25,13,0,39,9,101.91,101.56,101.65,101.39,99.77,99.43,99.52,99.27,24100,24100,24100,24100,2.6,2.2,2.3,2,12.3,0,0.6,0,0,0,0,0,,07:12:00,1585134720,7.2,19:36:00,1585179360,19.6,12.4,3,4,9,9,4,4,,,,,,8,5.7,4.5,1,,,,
2020-03-24,5.5,2.71,3.1,0.7,,,87,78,76.5,66,0.5,-0.8,-0.8,-2,22,12.33,12.5,3,33,16,102.44,102.24,102.2,101.96,100.29,100.1,100.06,99.82,24100,24100,24100,24100,2.9,2.6,2.5,2.1,14.9,0,0,0,0,0,0,0,,07:14:00,1585048440,7.23,19:35:00,1585092900,19.58,12.35,4,5,7,7,0,1,,,,,,8,5.5,4.5,1,,,,
2020-03-23,3.8,1.84,1.7,-0.4,,-6,98,91.2,82.5,67,2.5,0.5,-0.9,-4.4,21,13.83,13.5,6,32,9,102.9,102.2,102.37,101.83,100.73,100.05,100.21,99.69,24100,13633.3,12850,1600,2.8,2.2,2.4,2,16.3,0,0,0,0,8.2,4.4,3.8,2,07:16:00,1584962160,7.27,19:34:00,1585006440,19.57,12.3,1,1,3,3,-2,-1,,,,,,8,7.7,5,2,,,,
2020-03-22,1.3,-2.76,-3.25,-7.8,,-14,72,59.4,60,48,-5.2,-9.8,-9.6,-13.9,32,22.54,21.5,11,48,8,104.03,103.66,103.5,102.97,101.82,101.46,101.31,100.8,24100,24100,24100,24100,2.4,2.2,2.2,2.1,21.2,0,0,0,0,0,0,0,,07:18:00,1584875880,7.3,19:33:00,1584919980,19.55,12.25,4,4,1,1,-2,-1,,,,,,8,4.3,4,0,,,,
